product_name,price,unit_price,retailer,category,week_start,month_start,bls_avg_bread_loaf,bls_avg_eggs_dozen,bls_avg_milk_gallon,bls_cpi_cereals_bakery,bls_cpi_dairy,bls_cpi_food_at_home,bls_cpi_fruits_veg,bls_cpi_meats_poultry,bls_ppi_food_mfg,price_lag1,price_delta,price_roll4,category_code,retailer_code,week_idx
bananas,0.66,0.48,retailer_a,produce,2024-09-30,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.65,0.010000000000000009,0.6799999999999999,5,0,39
bananas,0.66,0.66,retailer_a,produce,2024-10-07,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.66,0.0,0.665,5,0,40
bananas,0.72,0.48,retailer_a,produce,2024-10-14,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.66,0.05999999999999994,0.66,5,0,41
bananas,0.61,0.52,retailer_a,produce,2024-10-21,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.72,-0.10999999999999999,0.6725000000000001,5,0,42
bananas,0.7,0.8,retailer_a,produce,2024-10-28,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.61,0.08999999999999997,0.6625,5,0,43
bananas,0.94,0.9,retailer_a,produce,2024-11-04,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.7,0.24,0.6725,5,0,44
bananas,0.75,0.52,retailer_a,produce,2024-11-11,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.94,-0.18999999999999995,0.7424999999999999,5,0,45
bananas,0.68,0.52,retailer_a,produce,2024-11-18,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.75,-0.06999999999999995,0.75,5,0,46
bananas,0.71,0.59,retailer_a,produce,2024-11-25,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.68,0.029999999999999916,0.7675,5,0,47
bananas,0.76,0.54,retailer_a,produce,2024-12-02,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.71,0.050000000000000044,0.77,5,0,48
bananas,0.91,0.62,retailer_a,produce,2024-12-09,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.76,0.15000000000000002,0.7250000000000001,5,0,49
bananas,0.71,0.87,retailer_a,produce,2024-12-16,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.91,-0.20000000000000007,0.765,5,0,50
bananas,0.75,0.73,retailer_a,produce,2024-12-23,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.71,0.040000000000000036,0.7725,5,0,51
bananas,0.5,0.45,retailer_b,produce,2024-01-01,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,,,,5,1,0
bananas,0.45,0.3,retailer_b,produce,2024-01-08,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,0.5,-0.04999999999999999,,5,1,1
bananas,0.4,0.29,retailer_b,produce,2024-01-15,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,0.45,-0.04999999999999999,,5,1,2
bananas,0.38,0.4,retailer_b,produce,2024-01-22,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,0.4,-0.020000000000000018,,5,1,3
bananas,0.48,0.48,retailer_b,produce,2024-01-29,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,0.38,0.09999999999999998,0.4325,5,1,4
bananas,0.71,0.78,retailer_b,produce,2024-02-05,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,0.48,0.22999999999999998,0.4275,5,1,5
bananas,0.52,0.42,retailer_b,produce,2024-02-12,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,0.71,-0.18999999999999995,0.4925,5,1,6
bananas,0.49,0.49,retailer_b,produce,2024-02-19,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,0.52,-0.030000000000000027,0.5225,5,1,7
bananas,0.5,0.52,retailer_b,produce,2024-02-26,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,0.49,0.010000000000000009,0.55,5,1,8
bananas,0.52,0.63,retailer_b,produce,2024-03-04,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,0.5,0.020000000000000018,0.5549999999999999,5,1,9
bananas,0.47,0.42,retailer_b,produce,2024-03-11,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,0.52,-0.050000000000000044,0.5075000000000001,5,1,10
bananas,0.83,0.89,retailer_b,produce,2024-03-18,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,0.47,0.36,0.495,5,1,11
bananas,0.54,0.39,retailer_b,produce,2024-03-25,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,0.83,-0.2899999999999999,0.58,5,1,12
bananas,0.55,0.44,retailer_b,produce,2024-04-01,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,0.54,0.010000000000000009,0.59,5,1,13
bananas,0.54,0.47,retailer_b,produce,2024-04-08,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,0.55,-0.010000000000000009,0.5975,5,1,14
bananas,0.56,0.63,retailer_b,produce,2024-04-15,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,0.54,0.020000000000000018,0.615,5,1,15
bananas,0.51,0.45,retailer_b,produce,2024-04-22,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,0.56,-0.050000000000000044,0.5475,5,1,16
bananas,0.61,0.51,retailer_b,produce,2024-04-29,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,0.51,0.09999999999999998,0.54,5,1,17
bananas,0.57,0.51,retailer_b,produce,2024-05-06,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,0.61,-0.040000000000000036,0.555,5,1,18
bananas,0.51,0.6,retailer_b,produce,2024-05-13,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,0.57,-0.05999999999999994,0.5625,5,1,19
bananas,0.52,0.52,retailer_b,produce,2024-05-20,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,0.51,0.010000000000000009,0.55,5,1,20
bananas,0.43,0.31,retailer_b,produce,2024-05-27,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,0.52,-0.09000000000000002,0.5525,5,1,21
bananas,0.49,0.33,retailer_b,produce,2024-06-03,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,0.43,0.06,0.5075,5,1,22
bananas,0.52,0.45,retailer_b,produce,2024-06-10,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,0.49,0.030000000000000027,0.48750000000000004,5,1,23
bananas,0.58,0.72,retailer_b,produce,2024-06-17,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,0.52,0.05999999999999994,0.49,5,1,24
bananas,0.56,0.48,retailer_b,produce,2024-06-24,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,0.58,-0.019999999999999907,0.505,5,1,25
bananas,0.51,0.6,retailer_b,produce,2024-07-01,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,0.56,-0.050000000000000044,0.5375,5,1,26
bananas,0.49,0.55,retailer_b,produce,2024-07-08,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,0.51,-0.020000000000000018,0.5425,5,1,27
bananas,0.58,0.62,retailer_b,produce,2024-07-15,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,0.49,0.08999999999999997,0.535,5,1,28
bananas,0.53,0.61,retailer_b,produce,2024-07-22,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,0.58,-0.04999999999999993,0.5349999999999999,5,1,29
bananas,0.56,0.38,retailer_b,produce,2024-07-29,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,0.53,0.030000000000000027,0.5275,5,1,30
bananas,0.54,0.46,retailer_b,produce,2024-08-05,2024-08-01,3.3056,2.475,3.8821,324.3617,293.8413,318.8219,298.4638,288.3262,279.1182,0.56,-0.020000000000000018,0.54,5,1,31
bananas,0.53,0.39,retailer_b,produce,2024-08-12,2024-08-01,3.3056,2.475,3.8821,324.3617,293.8413,318.8219,298.4638,288.3262,279.1182,0.54,-0.010000000000000009,0.5525,5,1,32
bananas,0.52,0.38,retailer_b,produce,2024-08-19,2024-08-01,3.3056,2.475,3.8821,324.3617,293.8413,318.8219,298.4638,288.3262,279.1182,0.53,-0.010000000000000009,0.54,5,1,33
bananas,0.55,0.44,retailer_b,produce,2024-08-26,2024-08-01,3.3056,2.475,3.8821,324.3617,293.8413,318.8219,298.4638,288.3262,279.1182,0.52,0.030000000000000027,0.5375000000000001,5,1,34
bananas,0.51,0.39,retailer_b,produce,2024-09-02,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.55,-0.040000000000000036,0.535,5,1,35
bananas,0.48,0.5,retailer_b,produce,2024-09-09,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.51,-0.030000000000000027,0.5275000000000001,5,1,36
bananas,0.73,0.7,retailer_b,produce,2024-09-16,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.48,0.25,0.515,5,1,37
bananas,0.53,0.46,retailer_b,produce,2024-09-23,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.73,-0.19999999999999996,0.5675,5,1,38
bananas,0.48,0.37,retailer_b,produce,2024-09-30,2024-09-01,3.2936,2.4888,3.9204,324.1095,295.9383,317.9741,300.0934,288.4139,280.528,0.53,-0.050000000000000044,0.5625,5,1,39
bananas,0.51,0.4,retailer_b,produce,2024-10-07,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.48,0.030000000000000027,0.5549999999999999,5,1,40
bananas,0.52,0.63,retailer_b,produce,2024-10-14,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.51,0.010000000000000009,0.5625,5,1,41
bananas,0.51,0.39,retailer_b,produce,2024-10-21,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.52,-0.010000000000000009,0.51,5,1,42
bananas,0.46,0.42,retailer_b,produce,2024-10-28,2024-10-01,3.3046,2.4906,3.9144,325.4772,294.1375,317.3095,298.0258,289.8367,279.2747,0.51,-0.04999999999999999,0.505,5,1,43
bananas,0.73,0.88,retailer_b,produce,2024-11-04,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.46,0.26999999999999996,0.5,5,1,44
bananas,0.48,0.4,retailer_b,produce,2024-11-11,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.73,-0.25,0.5549999999999999,5,1,45
bananas,0.61,0.43,retailer_b,produce,2024-11-18,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.48,0.13,0.5449999999999999,5,1,46
bananas,0.53,0.48,retailer_b,produce,2024-11-25,2024-11-01,3.3025,2.493,3.9202,325.3604,297.068,318.1436,299.1253,291.3832,279.0672,0.61,-0.07999999999999996,0.57,5,1,47
bananas,0.59,0.62,retailer_b,produce,2024-12-02,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.53,0.05999999999999994,0.5875,5,1,48
bananas,0.51,0.41,retailer_b,produce,2024-12-09,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.59,-0.07999999999999996,0.5525,5,1,49
bananas,0.55,0.38,retailer_b,produce,2024-12-16,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.51,0.040000000000000036,0.56,5,1,50
bananas,0.6,0.62,retailer_b,produce,2024-12-23,2024-12-01,3.3077,2.4925,3.9341,327.992,296.6431,316.8421,300.6678,290.62,280.4821,0.55,0.04999999999999993,0.545,5,1,51
bread,3.22,2.62,retailer_a,bakery,2024-01-01,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,,,,0,0,0
bread,3.3,2.73,retailer_a,bakery,2024-01-08,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,3.22,0.07999999999999963,,0,0,1
bread,3.31,3.96,retailer_a,bakery,2024-01-15,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,3.3,0.010000000000000231,,0,0,2
bread,3.27,3.66,retailer_a,bakery,2024-01-22,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,3.31,-0.040000000000000036,,0,0,3
bread,3.37,2.64,retailer_a,bakery,2024-01-29,2024-01-01,3.2676,2.4541,3.8776,319.6095,288.5258,313.1806,294.942,285.8728,274.8151,3.27,0.10000000000000009,3.275,0,0,4
bread,3.31,2.72,retailer_a,bakery,2024-02-05,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,3.37,-0.06000000000000005,3.3125,0,0,5
bread,3.24,2.23,retailer_a,bakery,2024-02-12,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,3.31,-0.06999999999999984,3.3150000000000004,0,0,6
bread,3.32,2.25,retailer_a,bakery,2024-02-19,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,3.24,0.07999999999999963,3.2975000000000003,0,0,7
bread,3.37,3.64,retailer_a,bakery,2024-02-26,2024-02-01,3.2735,2.4674,3.8625,321.2589,292.507,310.5769,297.1992,286.4564,278.3169,3.32,0.050000000000000266,3.31,0,0,8
bread,3.34,2.53,retailer_a,bakery,2024-03-04,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,3.37,-0.03000000000000025,3.31,0,0,9
bread,3.41,2.51,retailer_a,bakery,2024-03-11,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,3.34,0.07000000000000028,3.3175,0,0,10
bread,3.38,3.7,retailer_a,bakery,2024-03-18,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,3.41,-0.03000000000000025,3.3600000000000003,0,0,11
bread,3.39,2.91,retailer_a,bakery,2024-03-25,2024-03-01,3.269,2.4659,3.8385,323.7815,290.6504,313.474,294.9728,286.1741,278.207,3.38,0.010000000000000231,3.375,0,0,12
bread,3.36,2.38,retailer_a,bakery,2024-04-01,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,3.39,-0.03000000000000025,3.38,0,0,13
bread,3.43,3.22,retailer_a,bakery,2024-04-08,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,3.36,0.07000000000000028,3.385,0,0,14
bread,3.37,3.33,retailer_a,bakery,2024-04-15,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,3.43,-0.06000000000000005,3.3899999999999997,0,0,15
bread,3.39,2.37,retailer_a,bakery,2024-04-22,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,3.37,0.020000000000000018,3.3875,0,0,16
bread,3.45,2.92,retailer_a,bakery,2024-04-29,2024-04-01,3.2936,2.4585,3.8527,320.9722,293.0236,310.596,296.9522,287.6013,279.337,3.39,0.06000000000000005,3.3875,0,0,17
bread,3.39,2.33,retailer_a,bakery,2024-05-06,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,3.45,-0.06000000000000005,3.41,0,0,18
bread,3.42,3.31,retailer_a,bakery,2024-05-13,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,3.39,0.029999999999999805,3.4000000000000004,0,0,19
bread,3.4,2.9,retailer_a,bakery,2024-05-20,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,3.42,-0.020000000000000018,3.4125,0,0,20
bread,3.36,2.49,retailer_a,bakery,2024-05-27,2024-05-01,3.2851,2.4847,3.9132,324.7064,293.7866,317.5576,296.2648,287.2853,276.5327,3.4,-0.040000000000000036,3.415,0,0,21
bread,3.36,2.54,retailer_a,bakery,2024-06-03,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,3.36,0.0,3.3925,0,0,22
bread,3.34,2.79,retailer_a,bakery,2024-06-10,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,3.36,-0.020000000000000018,3.385,0,0,23
bread,3.39,2.47,retailer_a,bakery,2024-06-17,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,3.34,0.050000000000000266,3.3649999999999998,0,0,24
bread,3.38,2.43,retailer_a,bakery,2024-06-24,2024-06-01,3.29,2.485,3.8965,322.6638,292.1301,313.7475,298.4549,290.6816,279.887,3.39,-0.010000000000000231,3.3625,0,0,25
bread,3.36,3.71,retailer_a,bakery,2024-07-01,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,3.38,-0.020000000000000018,3.3674999999999997,0,0,26
bread,3.33,2.55,retailer_a,bakery,2024-07-08,2024-07-01,3.3175,2.4841,3.8923,323.3654,289.8121,315.8119,298.8959,289.2153,276.7174,3.36,-0.029999999999999805,3.3675,0,0,27
