product_name,brand,package_size,price,unit_price,retailer,scrape_date,category
milk,Store Brand,standard,3.83,2.66,retailer_b,2024-07-21,dairy
milk,Store Brand,standard,3.83,3.33,retailer_b,2024-07-28,dairy
milk,Store Brand,standard,3.83,2.82,retailer_b,2024-08-04,dairy
milk,Store Brand,standard,3.85,3.71,retailer_b,2024-08-11,dairy
milk,Store Brand,standard,3.77,4.57,retailer_b,2024-08-18,dairy
milk,Store Brand,standard,3.79,3.21,retailer_b,2024-08-25,dairy
milk,Store Brand,standard,3.83,4.64,retailer_b,2024-09-01,dairy
milk,Store Brand,standard,3.74,3.55,retailer_b,2024-09-08,dairy
milk,Store Brand,standard,3.8,4.0,retailer_b,2024-09-15,dairy
milk,Store Brand,standard,3.76,4.37,retailer_b,2024-09-22,dairy
milk,Store Brand,standard,3.81,3.06,retailer_b,2024-09-29,dairy
milk,Store Brand,standard,3.78,2.55,retailer_b,2024-10-06,dairy
milk,Store Brand,standard,3.73,3.77,retailer_b,2024-10-13,dairy
milk,Store Brand,standard,3.82,4.47,retailer_b,2024-10-20,dairy
milk,Store Brand,standard,3.84,4.17,retailer_b,2024-10-27,dairy
milk,Store Brand,standard,3.86,3.96,retailer_b,2024-11-03,dairy
milk,Store Brand,standard,3.9,3.92,retailer_b,2024-11-10,dairy
milk,Store Brand,standard,4.1,3.11,retailer_b,2024-11-17,dairy
milk,Store Brand,standard,3.93,4.04,retailer_b,2024-11-24,dairy
milk,Store Brand,standard,3.89,2.92,retailer_b,2024-12-01,dairy
milk,Store Brand,standard,3.88,4.47,retailer_b,2024-12-08,dairy
milk,Store Brand,standard,3.9,3.45,retailer_b,2024-12-15,dairy
milk,Store Brand,standard,3.87,3.14,retailer_b,2024-12-22,dairy
milk,Store Brand,standard,3.84,4.62,retailer_b,2024-12-29,dairy
eggs,Store Brand,standard,2.55,1.82,retailer_a,2024-01-07,dairy
eggs,Store Brand,standard,2.44,2.67,retailer_a,2024-01-14,dairy
eggs,Store Brand,standard,2.52,2.08,retailer_a,2024-01-21,dairy
eggs,Store Brand,standard,2.49,2.07,retailer_a,2024-01-28,dairy
eggs,Store Brand,standard,2.59,2.19,retailer_a,2024-02-04,dairy
eggs,Store Brand,standard,2.48,2.32,retailer_a,2024-02-11,dairy
eggs,Store Brand,standard,2.55,2.49,retailer_a,2024-02-18,dairy
eggs,Store Brand,standard,2.52,3.09,retailer_a,2024-02-25,dairy
eggs,Store Brand,standard,2.53,1.96,retailer_a,2024-03-03,dairy
eggs,Store Brand,standard,2.6,1.84,retailer_a,2024-03-10,dairy
eggs,Store Brand,standard,2.6,2.81,retailer_a,2024-03-17,dairy
eggs,Store Brand,standard,2.6,1.91,retailer_a,2024-03-24,dairy
eggs,Store Brand,standard,2.57,1.91,retailer_a,2024-03-31,dairy
eggs,Store Brand,standard,2.58,1.78,retailer_a,2024-04-07,dairy
eggs,Store Brand,standard,2.57,1.93,retailer_a,2024-04-14,dairy
eggs,Store Brand,standard,2.63,1.84,retailer_a,2024-04-21,dairy
eggs,Store Brand,standard,2.64,1.85,retailer_a,2024-04-28,dairy
eggs,Store Brand,standard,2.59,3.21,retailer_a,2024-05-05,dairy
eggs,Store Brand,standard,2.85,2.37,retailer_a,2024-05-12,dairy
eggs,Store Brand,standard,2.58,2.32,retailer_a,2024-05-19,dairy
eggs,Store Brand,standard,2.54,1.91,retailer_a,2024-05-26,dairy
eggs,Store Brand,standard,2.53,1.87,retailer_a,2024-06-02,dairy
eggs,Store Brand,standard,2.58,2.18,retailer_a,2024-06-09,dairy
eggs,Store Brand,standard,2.54,1.79,retailer_a,2024-06-16,dairy
eggs,Store Brand,standard,2.54,1.91,retailer_a,2024-06-23,dairy
eggs,Store Brand,standard,2.56,2.94,retailer_a,2024-06-30,dairy
eggs,Store Brand,standard,2.58,1.88,retailer_a,2024-07-07,dairy
eggs,Store Brand,standard,2.54,2.96,retailer_a,2024-07-14,dairy
eggs,Store Brand,standard,2.5,1.71,retailer_a,2024-07-21,dairy
eggs,Store Brand,standard,2.75,2.07,retailer_a,2024-07-28,dairy
eggs,Store Brand,standard,2.53,2.12,retailer_a,2024-08-04,dairy
eggs,Store Brand,standard,2.55,1.78,retailer_a,2024-08-11,dairy
eggs,Store Brand,standard,2.55,2.26,retailer_a,2024-08-18,dairy
eggs,Store Brand,standard,2.51,2.84,retailer_a,2024-08-25,dairy
eggs,Store Brand,standard,2.56,2.12,retailer_a,2024-09-01,dairy
eggs,Store Brand,standard,2.77,2.61,retailer_a,2024-09-08,dairy
eggs,Store Brand,standard,2.58,1.75,retailer_a,2024-09-15,dairy
eggs,Store Brand,standard,2.54,1.72,retailer_a,2024-09-22,dairy
eggs,Store Brand,standard,2.56,2.16,retailer_a,2024-09-29,dairy
eggs,Store Brand,standard,2.81,2.41,retailer_a,2024-10-06,dairy
eggs,Store Brand,standard,2.62,2.11,retailer_a,2024-10-13,dairy
eggs,Store Brand,standard,2.6,1.82,retailer_a,2024-10-20,dairy
eggs,Store Brand,standard,2.66,2.86,retailer_a,2024-10-27,dairy
eggs,Store Brand,standard,2.54,2.43,retailer_a,2024-11-03,dairy
eggs,Store Brand,standard,2.8,1.88,retailer_a,2024-11-10,dairy
eggs,Store Brand,standard,2.59,2.2,retailer_a,2024-11-17,dairy
eggs,Store Brand,standard,2.63,2.88,retailer_a,2024-11-24,dairy
eggs,Store Brand,standard,2.58,1.88,retailer_a,2024-12-01,dairy
eggs,Store Brand,standard,2.56,1.82,retailer_a,2024-12-08,dairy
eggs,Store Brand,standard,2.69,3.29,retailer_a,2024-12-15,dairy
eggs,Store Brand,standard,2.93,3.24,retailer_a,2024-12-22,dairy
eggs,Store Brand,standard,2.62,2.46,retailer_a,2024-12-29,dairy
eggs,Store Brand,standard,2.34,2.36,retailer_b,2024-01-07,dairy
eggs,Store Brand,standard,2.4,1.71,retailer_b,2024-01-14,dairy
eggs,Store Brand,standard,2.36,1.61,retailer_b,2024-01-21,dairy
eggs,Store Brand,standard,2.37,2.44,retailer_b,2024-01-28,dairy
eggs,Store Brand,standard,2.58,2.11,retailer_b,2024-02-04,dairy
eggs,Store Brand,standard,2.38,1.87,retailer_b,2024-02-11,dairy
eggs,Store Brand,standard,2.33,1.83,retailer_b,2024-02-18,dairy
eggs,Store Brand,standard,2.45,1.83,retailer_b,2024-02-25,dairy
eggs,Store Brand,standard,2.45,2.05,retailer_b,2024-03-03,dairy
eggs,Store Brand,standard,2.41,2.23,retailer_b,2024-03-10,dairy
eggs,Store Brand,standard,2.44,2.57,retailer_b,2024-03-17,dairy
eggs,Store Brand,standard,2.48,3.06,retailer_b,2024-03-24,dairy
eggs,Store Brand,standard,2.47,2.23,retailer_b,2024-03-31,dairy
eggs,Store Brand,standard,2.36,2.26,retailer_b,2024-04-07,dairy
eggs,Store Brand,standard,2.49,2.02,retailer_b,2024-04-14,dairy
eggs,Store Brand,standard,2.44,1.67,retailer_b,2024-04-21,dairy
eggs,Store Brand,standard,2.37,1.59,retailer_b,2024-04-28,dairy
eggs,Store Brand,standard,2.43,2.36,retailer_b,2024-05-05,dairy
eggs,Store Brand,standard,2.38,2.67,retailer_b,2024-05-12,dairy
eggs,Store Brand,standard,2.46,2.71,retailer_b,2024-05-19,dairy
eggs,Store Brand,standard,2.45,2.35,retailer_b,2024-05-26,dairy
eggs,Store Brand,standard,2.39,2.11,retailer_b,2024-06-02,dairy
eggs,Store Brand,standard,2.39,2.88,retailer_b,2024-06-09,dairy
eggs,Store Brand,standard,2.45,2.46,retailer_b,2024-06-16,dairy
eggs,Store Brand,standard,2.42,2.29,retailer_b,2024-06-23,dairy
eggs,Store Brand,standard,2.38,1.85,retailer_b,2024-06-30,dairy
eggs,Store Brand,standard,2.39,1.65,retailer_b,2024-07-07,dairy
eggs,Store Brand,standard,2.42,2.44,retailer_b,2024-07-14,dairy
eggs,Store Brand,standard,2.44,2.58,retailer_b,2024-07-21,dairy
eggs,Store Brand,standard,2.44,2.14,retailer_b,2024-07-28,dairy
eggs,Store Brand,standard,2.35,1.78,retailer_b,2024-08-04,dairy
eggs,Store Brand,standard,2.46,2.52,retailer_b,2024-08-11,dairy
eggs,Store Brand,standard,2.43,2.07,retailer_b,2024-08-18,dairy
eggs,Store Brand,standard,2.41,2.16,retailer_b,2024-08-25,dairy
eggs,Store Brand,standard,2.34,2.2,retailer_b,2024-09-01,dairy
eggs,Store Brand,standard,2.41,2.35,retailer_b,2024-09-08,dairy
eggs,Store Brand,standard,2.38,1.67,retailer_b,2024-09-15,dairy
eggs,Store Brand,standard,2.36,1.85,retailer_b,2024-09-22,dairy
eggs,Store Brand,standard,2.4,2.04,retailer_b,2024-09-29,dairy
eggs,Store Brand,standard,2.47,1.87,retailer_b,2024-10-06,dairy
eggs,Store Brand,standard,2.37,2.25,retailer_b,2024-10-13,dairy
eggs,Store Brand,standard,2.41,2.01,retailer_b,2024-10-20,dairy
eggs,Store Brand,standard,2.36,2.6,retailer_b,2024-10-27,dairy
eggs,Store Brand,standard,2.45,2.68,retailer_b,2024-11-03,dairy
eggs,Store Brand,standard,2.41,1.69,retailer_b,2024-11-10,dairy
eggs,Store Brand,standard,2.4,2.06,retailer_b,2024-11-17,dairy
eggs,Store Brand,standard,2.46,2.28,retailer_b,2024-11-24,dairy
eggs,Store Brand,standard,2.7,1.92,retailer_b,2024-12-01,dairy
eggs,Store Brand,standard,2.44,1.92,retailer_b,2024-12-08,dairy
eggs,Store Brand,standard,2.5,2.1,retailer_b,2024-12-15,dairy
eggs,Store Brand,standard,2.41,2.59,retailer_b,2024-12-22,dairy
eggs,Store Brand,standard,2.51,2.29,retailer_b,2024-12-29,dairy
bread,Store Brand,standard,3.22,2.62,retailer_a,2024-01-07,bakery
bread,Store Brand,standard,3.3,2.73,retailer_a,2024-01-14,bakery
bread,Store Brand,standard,3.31,3.96,retailer_a,2024-01-21,bakery
bread,Store Brand,standard,3.27,3.66,retailer_a,2024-01-28,bakery
bread,Store Brand,standard,3.37,2.64,retailer_a,2024-02-04,bakery
bread,Store Brand,standard,3.31,2.72,retailer_a,2024-02-11,bakery
bread,Store Brand,standard,3.24,2.23,retailer_a,2024-02-18,bakery
bread,Store Brand,standard,3.32,2.25,retailer_a,2024-02-25,bakery
bread,Store Brand,standard,3.37,3.64,retailer_a,2024-03-03,bakery
bread,Store Brand,standard,3.34,2.53,retailer_a,2024-03-10,bakery
bread,Store Brand,standard,3.41,2.51,retailer_a,2024-03-17,bakery
bread,Store Brand,standard,3.38,3.7,retailer_a,2024-03-24,bakery
bread,Store Brand,standard,3.39,2.91,retailer_a,2024-03-31,bakery
bread,Store Brand,standard,3.36,2.38,retailer_a,2024-04-07,bakery
bread,Store Brand,standard,3.43,3.22,retailer_a,2024-04-14,bakery
bread,Store Brand,standard,3.37,3.33,retailer_a,2024-04-21,bakery
bread,Store Brand,standard,3.39,2.37,retailer_a,2024-04-28,bakery
bread,Store Brand,standard,3.45,2.92,retailer_a,2024-05-05,bakery
bread,Store Brand,standard,3.39,2.33,retailer_a,2024-05-12,bakery
bread,Store Brand,standard,3.42,3.31,retailer_a,2024-05-19,bakery
bread,Store Brand,standard,3.4,2.9,retailer_a,2024-05-26,bakery
bread,Store Brand,standard,3.36,2.49,retailer_a,2024-06-02,bakery
bread,Store Brand,standard,3.36,2.54,retailer_a,2024-06-09,bakery
bread,Store Brand,standard,3.34,2.79,retailer_a,2024-06-16,bakery
bread,Store Brand,standard,3.39,2.47,retailer_a,2024-06-23,bakery
bread,Store Brand,standard,3.38,2.43,retailer_a,2024-06-30,bakery
bread,Store Brand,standard,3.36,3.71,retailer_a,2024-07-07,bakery
bread,Store Brand,standard,3.33,2.55,retailer_a,2024-07-14,bakery
bread,Store Brand,standard,3.4,2.88,retailer_a,2024-07-21,bakery
bread,Store Brand,standard,3.41,3.27,retailer_a,2024-07-28,bakery
bread,Store Brand,standard,3.29,2.25,retailer_a,2024-08-04,bakery
bread,Store Brand,standard,3.41,2.82,retailer_a,2024-08-11,bakery
bread,Store Brand,standard,3.45,2.45,retailer_a,2024-08-18,bakery
bread,Store Brand,standard,3.36,2.81,retailer_a,2024-08-25,bakery
bread,Store Brand,standard,3.37,3.72,retailer_a,2024-09-01,bakery
bread,Store Brand,standard,3.36,2.74,retailer_a,2024-09-08,bakery
bread,Store Brand,standard,3.41,2.36,retailer_a,2024-09-15,bakery
bread,Store Brand,standard,3.33,3.79,retailer_a,2024-09-22,bakery
bread,Store Brand,standard,3.36,3.11,retailer_a,2024-09-29,bakery
bread,Store Brand,standard,3.4,3.29,retailer_a,2024-10-06,bakery
bread,Store Brand,standard,3.32,2.3,retailer_a,2024-10-13,bakery
bread,Store Brand,standard,3.3,3.16,retailer_a,2024-10-20,bakery
bread,Store Brand,standard,3.36,3.01,retailer_a,2024-10-27,bakery
bread,Store Brand,standard,3.44,3.73,retailer_a,2024-11-03,bakery
bread,Store Brand,standard,3.27,3.1,retailer_a,2024-11-10,bakery
bread,Store Brand,standard,3.39,2.73,retailer_a,2024-11-17,bakery
bread,Store Brand,standard,3.38,2.26,retailer_a,2024-11-24,bakery
bread,Store Brand,standard,3.36,2.76,retailer_a,2024-12-01,bakery
bread,Store Brand,standard,3.41,2.39,retailer_a,2024-12-08,bakery
bread,Store Brand,standard,3.42,3.66,retailer_a,2024-12-15,bakery
bread,Store Brand,standard,3.43,4.05,retailer_a,2024-12-22,bakery
bread,Store Brand,standard,3.42,3.06,retailer_a,2024-12-29,bakery
bread,Store Brand,standard,3.03,2.54,retailer_b,2024-01-07,bakery
bread,Store Brand,standard,3.19,3.44,retailer_b,2024-01-14,bakery
bread,Store Brand,standard,3.1,2.85,retailer_b,2024-01-21,bakery
bread,Store Brand,standard,3.14,3.45,retailer_b,2024-01-28,bakery
bread,Store Brand,standard,3.21,3.36,retailer_b,2024-02-04,bakery
bread,Store Brand,standard,3.23,2.54,retailer_b,2024-02-11,bakery
bread,Store Brand,standard,3.17,3.28,retailer_b,2024-02-18,bakery
bread,Store Brand,standard,3.22,3.32,retailer_b,2024-02-25,bakery
bread,Store Brand,standard,3.23,3.0,retailer_b,2024-03-03,bakery
bread,Store Brand,standard,3.23,3.42,retailer_b,2024-03-10,bakery
bread,Store Brand,standard,3.24,3.77,retailer_b,2024-03-17,bakery
bread,Store Brand,standard,3.21,3.92,retailer_b,2024-03-24,bakery
bread,Store Brand,standard,3.24,2.27,retailer_b,2024-03-31,bakery
bread,Store Brand,standard,3.18,3.06,retailer_b,2024-04-07,bakery
bread,Store Brand,standard,3.2,3.24,retailer_b,2024-04-14,bakery
bread,Store Brand,standard,3.18,2.93,retailer_b,2024-04-21,bakery
bread,Store Brand,standard,3.15,2.15,retailer_b,2024-04-28,bakery
bread,Store Brand,standard,3.3,3.67,retailer_b,2024-05-05,bakery
bread,Store Brand,standard,3.23,2.38,retailer_b,2024-05-12,bakery
bread,Store Brand,standard,3.28,4.02,retailer_b,2024-05-19,bakery
bread,Store Brand,standard,3.25,3.31,retailer_b,2024-05-26,bakery
bread,Store Brand,standard,3.16,2.28,retailer_b,2024-06-02,bakery
bread,Store Brand,standard,3.23,3.26,retailer_b,2024-06-09,bakery
bread,Store Brand,standard,3.24,2.25,retailer_b,2024-06-16,bakery
bread,Store Brand,standard,3.23,2.72,retailer_b,2024-06-23,bakery
bread,Store Brand,standard,3.18,2.3,retailer_b,2024-06-30,bakery
bread,Store Brand,standard,3.23,2.55,retailer_b,2024-07-07,bakery
bread,Store Brand,standard,3.25,2.26,retailer_b,2024-07-14,bakery
bread,Store Brand,standard,3.14,3.77,retailer_b,2024-07-21,bakery
bread,Store Brand,standard,3.16,2.4,retailer_b,2024-07-28,bakery
bread,Store Brand,standard,3.21,2.99,retailer_b,2024-08-04,bakery
bread,Store Brand,standard,3.17,3.02,retailer_b,2024-08-11,bakery
bread,Store Brand,standard,3.16,2.79,retailer_b,2024-08-18,bakery
bread,Store Brand,standard,3.24,2.23,retailer_b,2024-08-25,bakery
bread,Store Brand,standard,3.17,3.22,retailer_b,2024-09-01,bakery
bread,Store Brand,standard,3.23,3.86,retailer_b,2024-09-08,bakery
bread,Store Brand,standard,3.3,2.46,retailer_b,2024-09-15,bakery
bread,Store Brand,standard,3.2,3.75,retailer_b,2024-09-22,bakery
bread,Store Brand,standard,3.2,2.9,retailer_b,2024-09-29,bakery
bread,Store Brand,standard,3.28,2.39,retailer_b,2024-10-06,bakery
bread,Store Brand,standard,3.24,2.67,retailer_b,2024-10-13,bakery
bread,Store Brand,standard,3.25,3.76,retailer_b,2024-10-20,bakery
bread,Store Brand,standard,3.22,2.73,retailer_b,2024-10-27,bakery
bread,Store Brand,standard,3.25,2.48,retailer_b,2024-11-03,bakery
bread,Store Brand,standard,3.25,2.33,retailer_b,2024-11-10,bakery
bread,Store Brand,standard,3.28,2.87,retailer_b,2024-11-17,bakery
bread,Store Brand,standard,3.26,2.72,retailer_b,2024-11-24,bakery
bread,Store Brand,standard,3.26,3.96,retailer_b,2024-12-01,bakery
bread,Store Brand,standard,3.22,2.18,retailer_b,2024-12-08,bakery
bread,Store Brand,standard,3.31,2.92,retailer_b,2024-12-15,bakery
bread,Store Brand,standard,3.28,2.38,retailer_b,2024-12-22,bakery
bread,Store Brand,standard,3.29,2.7,retailer_b,2024-12-29,bakery
bananas,Store Brand,standard,0.57,0.44,retailer_a,2024-01-07,produce
bananas,Store Brand,standard,0.59,0.45,retailer_a,2024-01-14,produce
bananas,Store Brand,standard,0.6,0.44,retailer_a,2024-01-21,produce
bananas,Store Brand,standard,0.6,0.48,retailer_a,2024-01-28,produce
bananas,Store Brand,standard,0.64,0.78,retailer_a,2024-02-04,produce
bananas,Store Brand,standard,0.67,0.82,retailer_a,2024-02-11,produce
bananas,Store Brand,standard,0.64,0.47,retailer_a,2024-02-18,produce
bananas,Store Brand,standard,0.94,0.9,retailer_a,2024-02-25,produce
bananas,Store Brand,standard,0.63,0.51,retailer_a,2024-03-03,produce
bananas,Store Brand,standard,0.72,0.48,retailer_a,2024-03-10,produce
bananas,Store Brand,standard,0.65,0.49,retailer_a,2024-03-17,produce
bananas,Store Brand,standard,0.73,0.83,retailer_a,2024-03-24,produce
bananas,Store Brand,standard,0.62,0.64,retailer_a,2024-03-31,produce
bananas,Store Brand,standard,0.64,0.79,retailer_a,2024-04-07,produce
bananas,Store Brand,standard,0.68,0.53,retailer_a,2024-04-14,produce
bananas,Store Brand,standard,0.69,0.47,retailer_a,2024-04-21,produce
bananas,Store Brand,standard,0.72,0.64,retailer_a,2024-04-28,produce
bananas,Store Brand,standard,0.68,0.74,retailer_a,2024-05-05,produce
bananas,Store Brand,standard,0.69,0.6,retailer_a,2024-05-12,produce
bananas,Store Brand,standard,0.7,0.76,retailer_a,2024-05-19,produce
bananas,Store Brand,standard,0.66,0.63,retailer_a,2024-05-26,produce
bananas,Store Brand,standard,0.66,0.45,retailer_a,2024-06-02,produce
bananas,Store Brand,standard,0.74,0.82,retailer_a,2024-06-09,produce
bananas,Store Brand,standard,0.65,0.68,retailer_a,2024-06-16,produce
bananas,Store Brand,standard,0.68,0.56,retailer_a,2024-06-23,produce
bananas,Store Brand,standard,0.61,0.43,retailer_a,2024-06-30,produce
bananas,Store Brand,standard,0.64,0.44,retailer_a,2024-07-07,produce
bananas,Store Brand,standard,0.65,0.48,retailer_a,2024-07-14,produce
bananas,Store Brand,standard,0.69,0.64,retailer_a,2024-07-21,produce
bananas,Store Brand,standard,0.74,0.75,retailer_a,2024-07-28,produce
bananas,Store Brand,standard,0.66,0.69,retailer_a,2024-08-04,produce
bananas,Store Brand,standard,0.73,0.86,retailer_a,2024-08-11,produce
bananas,Store Brand,standard,0.65,0.54,retailer_a,2024-08-18,produce
bananas,Store Brand,standard,0.7,0.67,retailer_a,2024-08-25,produce
bananas,Store Brand,standard,0.68,0.48,retailer_a,2024-09-01,produce
bananas,Store Brand,standard,0.72,0.57,retailer_a,2024-09-08,produce
bananas,Store Brand,standard,0.68,0.53,retailer_a,2024-09-15,produce
bananas,Store Brand,standard,0.67,0.5,retailer_a,2024-09-22,produce
bananas,Store Brand,standard,0.65,0.49,retailer_a,2024-09-29,produce
bananas,Store Brand,standard,0.66,0.48,retailer_a,2024-10-06,produce
bananas,Store Brand,standard,0.66,0.66,retailer_a,2024-10-13,produce
bananas,Store Brand,standard,0.72,0.48,retailer_a,2024-10-20,produce
bananas,Store Brand,standard,0.61,0.52,retailer_a,2024-10-27,produce
bananas,Store Brand,standard,0.7,0.8,retailer_a,2024-11-03,produce
bananas,Store Brand,standard,0.94,0.9,retailer_a,2024-11-10,produce
bananas,Store Brand,standard,0.75,0.52,retailer_a,2024-11-17,produce
bananas,Store Brand,standard,0.68,0.52,retailer_a,2024-11-24,produce
bananas,Store Brand,standard,0.71,0.59,retailer_a,2024-12-01,produce
bananas,Store Brand,standard,0.76,0.54,retailer_a,2024-12-08,produce
bananas,Store Brand,standard,0.91,0.62,retailer_a,2024-12-15,produce
bananas,Store Brand,standard,0.71,0.87,retailer_a,2024-12-22,produce
bananas,Store Brand,standard,0.75,0.73,retailer_a,2024-12-29,produce
bananas,Store Brand,standard,0.5,0.45,retailer_b,2024-01-07,produce
bananas,Store Brand,standard,0.45,0.3,retailer_b,2024-01-14,produce
bananas,Store Brand,standard,0.4,0.29,retailer_b,2024-01-21,produce
bananas,Store Brand,standard,0.38,0.4,retailer_b,2024-01-28,produce
bananas,Store Brand,standard,0.48,0.48,retailer_b,2024-02-04,produce
bananas,Store Brand,standard,0.71,0.78,retailer_b,2024-02-11,produce
bananas,Store Brand,standard,0.52,0.42,retailer_b,2024-02-18,produce
bananas,Store Brand,standard,0.49,0.49,retailer_b,2024-02-25,produce
bananas,Store Brand,standard,0.5,0.52,retailer_b,2024-03-03,produce
